snap(0,0,0)
sky(191,215,255)
fog(195,207,230)
ground(192,194,202)
polys(187,190,201)
fadefrom(5000)
density(5)
nlaps(5)
set(47,0,0,0)p
set(10,0,5600,0)
set(26,0,6735,180)
set(26,0,5835,0)pr
set(10,0,11200,0)
set(10,0,16800,0)
set(31,0,13710,180)pr
set(14,0,21350,0)pt
set(13,4580,22870,120)p
set(13,10240,25910,120)p
set(13,15900,28950,120)p
set(13,21560,31990,120)p
set(13,27220,35030,120)p
set(13,32880,38070,120)p
set(13,38540,41110,120)p
set(10,44170,42630,90)
set(32,45473,42280,-90)
set(32,43769,42280,-90)
set(32,46204,42980,-90)
set(32,44691,42980,-90)pr
set(10,49770,42630,90)
set(32,46970,42280,-90)
set(32,48004,42980,-90)
set(32,48854,42280,-90)pr
set(12,55400,41110,60)p
set(14,59980,39590,-90)pt
set(10,59980,35040,0)p
set(38,59980,36500,180)
set(38,59980,36025,180)
set(38,59980,35500,180)
set(38,59980,35025,180)
set(38,59980,34500,180)
set(38,59980,34025,180)
set(38,59980,33740,180)
set(38,59980,34300,180)
set(38,59980,34740,180)
set(38,59980,35300,180)
set(38,59980,35740,180)
set(38,59980,36300,180)
set(10,59980,29440,0)
set(38,59980,33500,180)
set(38,59980,33500,180)
set(38,59980,33025,180)
set(38,59980,32300,180)
set(38,59980,31740,180)
set(38,59980,32025,180)
set(38,59980,32740,180)
set(38,59980,33300,180)
set(38,59980,32500,180)
set(10,59980,23840,0)
set(31,59980,26269,180)pr
set(37,59980,23220,180)
set(37,59980,24060,180)
set(37,59980,22360,180)
set(10,59980,18240,0)p
set(37,59980,21420,180)
set(37,59980,20460,180)
set(10,59980,12640,0)
set(10,59980,7040,0)
set(30,59980,9756,0)pl
set(14,59980,2490,180)pt
set(10,55430,2490,-90)p
set(14,50880,2490,90)pt
set(10,50880,6429,180)p
set(11,50880,12029,180)p
set(14,50880,16579,0)pt
set(45,55939,16579,-90)p
set(46,60419,16579,90)p
set(37,59980,17840,180)
set(37,59980,19500,180)
set(37,59980,18720,180)
set(46,66019,16579,90)p
set(46,71619,16579,90)p
set(45,76099,16579,90)p
set(11,82208,16579,90)
set(11,87808,16579,90)
set(27,85008,16579,-90)pr
set(37,88555,16579,90)
set(37,86945,16579,90)
set(37,86210,16579,90)
set(37,87750,16579,90)
set(37,89290,16579,90)
set(10,93408,16579,90)p
set(37,90095,16579,90)
set(20,99008,16579,90)
set(14,97958,16579,-90)
set(10,97958,12029,0)
set(29,97958,12665,180)pr
set(10,97958,6429,0)
set(10,97958,829,0)
set(29,97958,4620,0)pr
set(10,97958,-4771,0)
set(29,97958,-4780,180)pr
set(10,97958,-10371,0)
set(10,97958,-15971,0)
set(10,97958,-21571,0)
set(32,97608,-23231,180)
set(32,97608,-21588,180)
set(32,97608,-20211,180)
set(32,97608,-18771,180)pr
set(32,98308,-19514,180)
set(32,98308,-20874,180)
set(32,98308,-22296,180)pr
set(14,97958,-26121,180)
set(32,98308,-24013,180)pr
set(10,93408,-26121,-90)p
set(14,88858,-26121,90)pt
set(10,88858,-21571,180)
set(10,88858,-19471,0)
set(26,88858,-21166,0)pr
set(14,88858,-14921,0)pt
set(10,93408,-14921,-90)
set(10,99008,-14921,90)
set(26,96534,-14921,-90)pr
set(32,97608,-17259,180)
set(29,97958,-11350,0)pr
set(32,98308,-18035,180)
set(26,99446,-14921,90)pr
set(10,104608,-14921,90)p
set(14,109158,-14921,180)pt
set(10,109158,-10371,180)p
set(14,109158,-5821,-90)
set(23,102419,-5821,-90)
set(31,104099,-5821,90)pr
set(10,88419,-5821,90)
set(10,82819,-5821,90)p
set(10,77219,-5821,90)p
set(20,71619,-5821,-90)p
set(15,66019,-5821,-90)p
set(15,60419,-5821,-90)p
set(17,55869,-5821,0)pt
set(15,55869,-10371,0)p
set(15,55869,-15971,0)p
set(15,55869,-21571,0)p
set(17,55869,-26121,180)pt
set(15,51319,-26121,-90)p
set(15,45719,-26121,-90)p
set(16,40119,-26121,-90)p
set(44,34519,-26121,-90)p
set(43,28919,-26121,-90)p
set(43,23319,-26121,-90)p
set(44,17719,-26121,90)p
set(21,12119,-26121,90)p
set(19,7569,-26121,90)pt
set(18,7569,-21571,180)
set(36,5759,-20291,90)
set(36,5759,-24211,90)
set(36,5759,-22251,90)ph
set(19,7569,-17021,0)pt
set(36,5759,-19015,90)
set(18,12119,-17021,90)
set(36,11624,-18831,180)
set(36,9664,-15211,0)
set(36,11624,-15211,0)
set(36,9664,-18831,180)ph
set(18,17719,-17021,90)
set(36,15544,-18831,180)
set(36,17504,-15211,0)
set(36,13584,-15211,0)
set(36,15544,-15211,0)
set(36,13584,-18831,180)
set(36,17504,-18831,180)ph
set(18,23319,-17021,90)
set(36,20992,-18831,180)
set(36,20992,-15211,0)
set(36,19032,-15211,0)
set(36,22952,-15211,0)
set(36,19032,-18831,180)
set(36,22952,-18831,180)ph
set(19,27869,-17021,180)pt
set(36,24912,-18831,180)
set(36,24912,-15211,0)
set(22,27869,-14711,0)p
set(10,27869,-11351,0)p
set(10,27869,-5751,0)p
set(10,27869,-151,0)p
set(14,27869,4399,-90)pt
set(23,89776,-5821,90)
set(30,89299,-5821,-90)pl
set(15,104608,16579,90)
set(15,110208,16579,90)
fix(41,115715,16579,-2000,90)
set(15,115808,16579,90)
set(34,112315,16579,-90)
set(15,121408,16579,90)
set(34,118835,16579,-90)
set(24,124208,16579,-90)

maxl(17,-8435,-30282)
maxb(29,-32682,-6035)
maxr(17,130765,-30282)
maxt(29,48919,-6035)
