snap(-36,-60,-60)
sky(191,143,143)
fog(191,143,143)
ground(191,179,179)
polys(191,176,176)
fadefrom(5000)
density(3)
nlaps(3)
soundtrack(darkness_falls.mod,300,61)
lightson()
set(47,0,0,0)
set(14,0,4550,0)
set(10,4550,4550,90)
chk(40,4675,4550,90)r
set(10,10150,4550,90)
chk(40,10725,4550,90)r
set(14,14700,4550,-90)
set(26,12200,4550,-90)pr
set(10,14700,0,0)p
set(23,14700,-2800,0)p
set(10,23445,1805,-90)
chk(40,21245,1805,90)r
set(14,27995,1805,180)
chk(40,25095,1805,90)r
set(10,27955,5050,180)
set(14,27995,8570,-90)
set(10,23445,8570,90)
set(10,21520,5325,180)
set(26,20045,1805,90)
set(26,20045,8570,90)pr
set(37,23355,6820,90)
set(37,24840,5105,90)
set(37,25170,5875,90)
set(37,25335,5435,90)
set(37,25885,7250,90)
set(37,23300,4115,90)
set(37,23905,5435,90)
set(37,24620,3840,90)
set(37,25940,3620,90)
set(26,25960,1805,-90)pr
set(37,26435,5105,90)
set(37,26380,6095,90)
set(14,14439,11867,180)pt
set(14,10939,11867,90)pt
set(14,10939,15367,0)pt
set(14,14439,15367,-90)pt
set(37,13235,13617,90)
set(37,12355,13617,90)
set(37,12740,13617,90)
set(14,3369,14640,-90)pt
set(14,-131,14640,0)pt
set(14,-131,11140,90)pt
set(37,1045,12890,90)
set(37,-1320,12890,90)
set(14,3369,11140,180)pt
set(37,4675,12890,90)
set(17,2100,9395,90)
set(17,5600,9395,-90)
set(24,5600,7645,180)
set(37,5600,7645,180)
set(23,0,-2800,0)
set(38,0,-1660,180)
set(38,0,-1110,180)
set(38,0,-450,180)
set(38,0,155,180)
set(38,0,870,180)
set(38,0,1475,180)
set(38,-440,870,-90)
set(38,220,870,-90)
set(38,0,2025,0)
set(38,0,2355,0)
set(38,0,2800,0)
set(38,0,3290,0)
set(38,0,2355,90)
set(38,-330,2355,90)
set(37,-385,3070,90)
set(37,0,3070,90)
set(31,3430,4550,90)pr
set(10,31125,6755,180)
set(26,31125,8845,0)
set(10,31125,4170,180)
set(26,31125,2025,180)
chk(40,31330,4665,0)r
set(10,37145,8790,-90)
chk(40,37050,8790,90)r
set(10,35165,6700,0)
set(26,31350,6095,-90)
set(26,35090,8790,90)
set(10,35165,3950,0)
set(10,37145,2025,90)
set(26,39270,2025,-90)
set(10,37200,5435,90)
chk(40,36940,5435,90)r
set(37,36960,6820,-90)
set(37,38060,7250,-90)
set(37,36960,6820,-90)
set(26,35200,7250,90)
set(26,35255,5435,90)
set(37,38555,7250,-90)
set(26,39270,8790,-90)
set(37,37455,6820,-90)
chk(40,36995,2025,90)r
set(37,36685,3620,-90)
set(26,35165,3840,90)
set(26,35200,2025,90)
set(37,37455,3620,-90)
set(37,38280,3620,-90)
set(37,38775,3840,-90)
set(26,39380,5435,-90)
set(37,37785,4115,-90)
set(37,37345,3840,-90)
chk(40,24235,8570,90)r
set(26,26070,8570,-90)pr
set(37,24290,7250,90)
chk(42,4485,9175,90)r
set(37,3575,9615,90)
chk(40,1619,11145,90)r
set(37,1430,12890,90)
set(37,1980,12890,90)

maxl(6,-7656,-5721)
maxb(11,-8121,-5256)
maxr(6,45145,-5721)
maxt(11,20680,-5256)
