snap(-19,-19,-19)
sky(218,190,164)
fog(230,201,174)
ground(192,194,202)
polys(187,190,201)
fadefrom(8990)
density(8)
nlaps(3)
soundtrack(sewer2.mod,432,25)

set(47,0,0,0)
set(36,-1810,468,90)
set(36,1810,468,-90)
set(10,0,5600,0)
set(36,1810,2428,-90)
set(36,-1810,2428,90)
set(26,0,4545,0)
set(36,1810,6348,-90)
set(36,-1810,6348,90)
set(36,-1810,4388,90)
set(36,1810,4388,-90)ph
set(10,0,11200,0)
set(36,-1810,7925,90)
set(36,1810,8308,-90)
set(36,1810,8820,-90)
chk(40,0,11445,0)r
set(36,1810,10780,-90)
set(36,-1810,9885,90)
set(36,-1810,11845,90)
fix(41,1846,19770,-500,0)
set(10,0,16800,0)
set(36,1810,14700,-90)
set(36,-1810,13805,90)
set(36,-1810,15765,90)
set(36,1810,16660,-90)ph
set(36,1810,12740,-90)
fix(41,-1626,19770,-500,0)
set(13,-1520,22430,30)
set(36,1810,18620,-90)
set(36,-1810,17491,90)
set(36,-1810,18620,90)ph
set(12,-5162,25950,60)p
set(12,-10822,28990,60)
chk(40,-7992,27482,90)r
set(12,-16482,32030,60)
set(26,-13885,30522,90)pr
set(12,-22142,35070,60)p
set(13,-25702,38678,210)
chk(40,-27222,41508,0)r
set(12,-25702,44338,-30)p
set(13,-22270,48036,120)
chk(40,-19440,49601,90)r
set(12,-16610,48036,60)
chk(40,-13808,46224,90)r
set(12,-10710,44704,-120)
set(26,-13208,46224,-90)pr
set(12,-5050,41664,-120)p
set(10,580,40144,-90)
set(26,420,40144,-90)
chk(40,-2220,40144,90)r
set(10,6180,40144,-90)p
set(13,11930,41664,120)
chk(40,14760,43184,90)r
set(13,17590,44704,120)p
set(13,23250,47744,-60)p
set(12,29593,48081,-120)
chk(40,26763,49601,90)r
set(13,23933,48081,-60)p
set(13,33070,44321,210)
chk(40,34590,41491,0)r
set(12,33070,38661,150)p
set(13,29570,35082,120)p
set(13,23910,32042,-60)
chk(40,21080,30522,90)r
set(13,18250,29002,-60)p
set(12,14880,25510,-30)
set(36,14590,20580,90)
set(11,13360,19880,0)
set(36,15170,19740,-90)ph
chk(40,13360,22680,0)r
set(36,11550,21700,90)
set(36,11550,21105,90)
set(36,15170,21700,-90)
set(11,13360,14280,0)
set(11,13360,8680,0)
set(36,15170,9885,-90)
set(36,11550,11305,90)ph
chk(40,13360,7404,0)r
set(36,15170,7925,-90)
set(36,11550,7385,90)
set(36,11550,9345,90)
set(11,13360,3080,0)
set(36,15170,4005,-90)
set(36,11550,3465,90)ph
set(36,11550,5425,90)
set(36,15170,5965,-90)
set(36,15170,2045,-90)
set(10,13360,-2520,0)
set(36,15170,-1820,-90)
set(36,11550,-2415,90)
set(36,15170,85,-90)
set(36,11550,1505,90)
set(36,11550,-455,90)
chk(40,13360,-5320,0)r
set(36,15170,-3780,-90)
set(12,11840,-8150,150)
set(36,15170,-4340,-90)ph
set(36,11550,-4340,90)
set(13,8300,-11630,120)
chk(40,5470,-13150,90)r
set(12,2640,-11630,-120)
set(23,0,-9667,180)
set(26,0,-9067,0)pr
set(36,-1285,-10000,90)
set(10,6300,40144,-90)
set(23,0,-2800,0)
set(36,1810,-1492,-90)
set(36,-1810,-1492,90)ph
set(36,-1810,-3452,90)
set(36,1810,-3452,-90)
set(36,12130,17185,-90)
set(36,11550,17185,90)
set(36,11550,19145,90)
set(36,15170,17780,-90)
set(36,14590,13805,90)
set(36,11550,13265,90)
set(36,15170,16100,-90)
set(36,15170,15765,-90)
set(36,15170,13805,-90)
set(36,15170,11845,-90)
set(36,11550,15225,90)

maxl(16,-34716,-17775)
maxb(16,-20175,-32316)
maxr(16,42084,-17775)
maxt(16,56626,-32316)
